"project_name","scope","credits_issued"
"Tradewater US - ODS - #4","Chemical Processes","27780"
"Tradewater - Thailand 6","Chemical Processes","157691"
"Tradewater ODS 53","Chemical Processes",NA
"DMMC1","Industrial/Commercial",NA
"Advanced Refrigeration - ARS2023002","Chemical Processes","70323"
"HT HFC Reclamation Project Champaign 2022-2","Chemical Processes","205798"
"Well Done Foundation's Montana Legacy 2023","Industrial/Commercial",NA
"Hudson Tech 2023-3","Chemical Processes","29969"
"True Manufacturing FBA Project 002C","Chemical Processes",NA
"FF HFC 23-01","Chemical Processes","32691"
"ARS 007B (Canada)","Chemical Processes",NA
"Advanced Refrigeration - ARS2023003","Chemical Processes","9507"
"Zefiro Methane OOG 1 - Drake","Industrial/Commercial",NA
"A-Gas 3-2023","Chemical Processes",NA
"Heartland Methane Abatement and Land Restoration Project 2","Industrial/Commercial",NA
"Refrigerant Management Canada Ozone Depleting Substance Destruction Project - 2021","Chemical Processes",NA
"Refrigerant Management Canada Ozone Depleting Substance Destruction Project - 2021(B)","Chemical Processes",NA
"Perennial CMM CMB8-6 Flare Project","Industrial/Commercial",NA
"A-Gas V16","Chemical Processes","1538940"
"Foam Blowing Agent Project 001-2023","Chemical Processes",NA
"Foam Blowing Agent Project 004-2023","Chemical Processes",NA
"Spray Foam Omega 2023","Chemical Processes",NA
"Spray Foam Omega 2023C","Chemical Processes",NA
"Crbon Labs Plugging of Orphaned Wells V1","Industrial/Commercial",NA
"A-Gas South Korea 3","Chemical Processes","74143"
"Raleigh County Landfill - New River Gas Well Expansion Project","Waste Management",NA
"HT HFC Reclamation Project Champaign 2023","Chemical Processes","1198824"
"HT HFC Reclamation Project Ontario 2023","Chemical Processes","144031"
"Whirlpool HFO Amana 994","Chemical Processes",NA
"Whirlpool HFO Ottawa 995","Chemical Processes",NA
"Whirlpool HFO Ramos 996","Chemical Processes",NA
"Whirlpool HFO Supsa 997","Chemical Processes",NA
"Whirlpool HFO Amana 998","Chemical Processes",NA
"Whirlpool HFO Ottawa 999","Chemical Processes",NA
"EOS ARB ODS 2013-5","Chemical Processes","126155"
"Alliance Dairies","Agriculture","9092"
"Ideal Family Farms Digester Project","Agriculture","44622"
"DPC Domestic ODS Destruction Project #13","Chemical Processes","53490"
"Maple Leaf Dairy West","Agriculture","20464"
"Washington Beef LLC Greenhouse Gas and Solids Reduction Project","Waste Management","213283"
"Threemile Canyon Farm Digester Project","Agriculture","107781"
"WTE-Dallmann, LLC","Agriculture","8642"
"A-GAS RemTec 2013-1","Chemical Processes","93055"
"DPC Domestic ODS Destruction Project #14","Chemical Processes","23276"
"Storms Hog Power, LLC","Agriculture","17339"
"DPC Domestic ODS Destruction Project #15","Chemical Processes","46275"
"GEC Organics","Waste Management",NA
"LA PERSEVERANCIA BIOGAS PLANT","Waste Management","62745"
"EOS ARB ODS 2013-8","Chemical Processes","67490"
"New Energy One Livestock Project","Agriculture","226281"
"Coolgas ODS 2013 Project #1","Chemical Processes","108627"
"DPC Domestic ODS Destruction Project #16","Chemical Processes","24874"
"EOS ARB ODS 2014-2","Chemical Processes","33214"
"Rentech Nitrogen, LLC - Nitric Acid Plant 2","Chemical Processes","1340034"
"ECC ODS Destruction 11-2013","Chemical Processes","113438"
"Sunny Knoll Farms Anaerobic Digester","Agriculture","30979"
"Scenic View Dairy Methane Reduction Project","Agriculture","161083"
"Brook View Dairy Methane Reduction Project","Agriculture","153757"
"DPC Domestic ODS Destruction Project #17","Chemical Processes","30587"
"Pagel's Ponderosa Dairy Methane Reduction Project","Agriculture","70109"
"Lawton GCCS","Waste Management","379823"
"A-GAS RemTec 2013-4","Chemical Processes","191960"
"T&M Bos Dairy","Agriculture","66275"
"T&M Herrema Dairy","Agriculture","64763"
"T&M Hidden View Dairy","Agriculture","68940"
"T&M Windy Ridge Dairy","Agriculture","129777"
"DPC Domestic ODS Destruction Project #19","Chemical Processes","99696"
"Van-Erk Dairy Digester Project","Agriculture","10037"
"ABEC New Hope LLC","Agriculture","4978"
"ECC ODS Destruction 2-2014","Chemical Processes","126314"
"A-GAS RemTec 2013-5","Chemical Processes","129099"
"DPC Domestic ODS Destruction Project #20","Chemical Processes","17848"
"A-GAS RemTec 2014-1","Chemical Processes","129838"
"EOS CAR 1074","Chemical Processes","57134"
"EOS CAR 1075","Chemical Processes",NA
"CSE Arizona Facility","Agriculture","105788"
"Linde","Agriculture","2975"
"Stotz Southern Generation","Agriculture","117648"
"George DeRuyter and Sons Dairy Methane Reduction Project","Agriculture","45849"
"Roeslein Alternative Energy of Missouri, LLC - Valley View","Agriculture","32105"
"Qualco Energy","Agriculture",NA
"Roeslein Alternative Energy of Missouri, LLC - South Meadow","Agriculture","99299"
"Roeslein Alternative Energy of Missouri, LLC - Ruckman","Agriculture","3968"
"DPC Domestic ODS Destruction Project #21","Chemical Processes","128161"
"A-GAS RemTec 2014-2","Chemical Processes","107744"
"A-GAS RemTec 2014-3","Chemical Processes","148331"
"Lenz Composting","Waste Management","123545"
"Dairy Dreams Methane Reduction Project","Agriculture","65369"
"Vander Haak Dairy COP","Agriculture","9199"
"American Soda LLC Waste Mine Methane Project","Industrial/Commercial","2341211"
"Green Valley Dairy Methane Reduction Project","Agriculture","130138"
"Pacific Rim Dairy Digester","Agriculture","88654"
"Fair Oaks Dairy Farm LLC GHD-Designed Digester","Agriculture","212042"
"Fair Oaks Dairy Farm LLC Cyclus-Designed Digester","Agriculture","7421"
"Bridgewater Dairy, LLC","Agriculture","68510"
"Central Sands Dairy, LLC","Agriculture","74829"
"Willow Point Dairy, LLC","Agriculture","125652"
"Riverview Farm Anaerobic Digester Project","Agriculture","36268"
"West River Farm Anaerobic Digester Project","Agriculture","60461"
"District 45 Dairy","Agriculture","59593"
"Farm Power Lynden Anaerobic Digester","Agriculture","57837"
"OHE DM4-3","Agriculture","61310"
"OHE DM2-1","Agriculture","34578"
"Grotegut Dairy Farm, Inc","Agriculture","49058"
"CalBio ORRD Project","Agriculture","220747"
"Patterson Farms COP","Agriculture","18283"
"Sunnyside Farms COP","Agriculture","288742"
"Fiscalini Farms Anaerobic Digester","Agriculture","20575"
"WTE-Dallmann, LLC","Agriculture","92661"
"EOS CAR 1144","Chemical Processes",NA
"Storms Hog Power, LLC","Agriculture","92344"
"Vanderhyde Dairy","Agriculture","26642"
"Cottonwood Dairy Livestock Gas Capture Project","Agriculture","70455"
"Aurora Ridge Dairy","Agriculture","118818"
"Holsum Elm Dairy","Agriculture","67274"
"Holsum Irish Dairy","Agriculture","82818"
"Maple Leaf Dairy West","Agriculture","64438"
"Maple Leaf Dairy East","Agriculture","22936"
"WestPoint Dairy Digester","Agriculture",NA
"Whitesides Dairy Digester","Agriculture",NA
"TMF Biofuels Dairy Digester","Agriculture","238326"
"A-GAS Americas 2015-1","Chemical Processes","134418"
"DPC Domestic ODS Destruction Project #22","Chemical Processes","130995"
"Pixley Biogas, LLC","Agriculture","22375"
"Open Sky Ranch Dairy Digester","Agriculture","62741"
"A-GAS RemTec 2015-2","Chemical Processes","135577"
"ClimeCo ODS Destruction 16 and 17","Chemical Processes","245946"
"Spruce Haven Farm COP","Agriculture","49414"
"Turkey Trot Landfill","Waste Management",NA
"Coolgas 2015-3","Chemical Processes","108622"
"MEGABIODIGESTOR LA POPULAR","Agriculture",NA
"Coolgas 2016-1","Chemical Processes","145594"
"Yippee Farms","Agriculture","31532"
"Port of Tillamook Bay Regional Anaerobic Digester","Agriculture","20133"
"DPC Domestic ODS Destruction Project #23","Chemical Processes","22548"
"DPC Domestic ODS Destruction Project #25","Chemical Processes","101950"
"A-Gas Americas 2016-2","Chemical Processes","181190"
"Coolgas 2016-3","Chemical Processes","133239"
"A-Gas O'Hare","Chemical Processes","111348"
"DPC Domestic ODS Destruction Project #24","Chemical Processes",NA
"Perfect Cycle ODS-2","Chemical Processes","42233"
"DPC Domestic ODS Destruction Project #27","Chemical Processes","54382"
"DPC Domestic ODS Destruction Project #26","Chemical Processes","110990"
"Van Steyn Dairy Digester","Agriculture","8414"
"Woodcrest Dairy Digester","Agriculture","75640"
"Coolgas 2016-4","Chemical Processes","96564"
"A-Gas Americas 2017-1","Chemical Processes","141207"
"ClimeCo ODS Destruction 18 and 19","Chemical Processes","226896"
"DPC Domestic ODS Destruction Project #28","Chemical Processes","55471"
"A-Gas Americas 2017-2","Chemical Processes","140916"
"Lambs Dairy Digester","Agriculture","42579"
"A-Gas Americas 2017-3","Chemical Processes","140698"
"ClimeCo ODS Destruction 20","Chemical Processes","72606"
"A-Gas Americas 2017-4","Chemical Processes","122129"
"Verwey Hanford Dairy Digester","Agriculture","338616"
"Coolgas 2017-5","Chemical Processes","50793"
"A-Gas Americas 2017-6","Chemical Processes","55404"
"Coolgas 2017-7","Chemical Processes","33184"
"A-Gas Americas 2017-8","Chemical Processes","223464"
"ClimeCo ODS Destruction 21","Chemical Processes","140452"
"DPC Domestic ODS Destruction Project #30","Chemical Processes","51298"
"Lawnhurst Farms Methane Reduction Project","Agriculture","33378"
"Chaput Family Farms","Agriculture","17016"
"Berkshire Cow Power","Agriculture",NA
"ClimeCo ODS Destruction 22","Chemical Processes","53956"
"ClimeCo ODS Destruction 23","Chemical Processes","44681"
"ClimeCo ODS Destruction 24","Chemical Processes","56727"
"ClimeCo ODS Destruction 25","Chemical Processes","71572"
"Four Hills Farm","Agriculture","32219"
"Swiss Valley Farms","Agriculture","13364"
"A-Gas Americas 2018-1","Chemical Processes","154972"
"Perfect Cycle ODS-3","Chemical Processes","52930"
"GJ TeVelde Ranch Dairy Digester","Agriculture","49676"
"Irony","Chemical Processes","8330"
"A-Gas Americas 2018-2","Chemical Processes","119844"
"Verwey Madera Dairy Digester","Agriculture","80170"
"Lakeshore Dairy","Agriculture","14632"
"A-Gas 2018-3","Chemical Processes","97831"
"A-Gas 2018-4","Chemical Processes","110290"
"Adirondack Farms","Agriculture","77563"
"ClimeCo ODS Destruction 26","Chemical Processes","123703"
"ClimeCo ODS Destruction 27","Chemical Processes","50473"
"ClimeCo ODS Destruction 28","Chemical Processes","58745"
"A-Gas 2018-5","Chemical Processes","102700"
"A-Gas 2018-7","Chemical Processes","159218"
"Coolgas 2018-6","Chemical Processes","60855"
"ClimeCo ODS Destruction 29","Chemical Processes","97696"
"ClimeCo ODS Destruction 30","Chemical Processes","140146"
"A-Gas 2018-8","Chemical Processes","128012"
"A-Gas 2018-9","Chemical Processes","93703"
"West Star North Dairy","Agriculture","122333"
"Lakeview Farms Dairy","Agriculture","131111"
"CE&S Dairy","Agriculture","131301"
"A-Gas 2019-1","Chemical Processes","138241"
"Coolgas 2019-2","Chemical Processes",NA
"Remley Family Farms Anaerobic Digester","Agriculture","17450"
"A-Gas 2019-4","Chemical Processes",NA
"AR-Joy Farm Dairy Digester","Agriculture","7119"
"ClimeCo ODS Destruction 31","Chemical Processes","56139"
"Perfect Cycle ODS-4","Chemical Processes","65097"
"Indigo Ag Nitrogen Management","Agriculture",NA
"Coffeyville NAP2","Chemical Processes","1418218"
"Two Fiets Digester","Agriculture","39631"
"Optima KV, LLC","Agriculture","68536"
"Hudson Tech 2019-4","Chemical Processes","73462"
"Hudson Tech 2019-5","Chemical Processes","58918"
"Rochelle Municipal Landfill","Waste Management","457737"
"ClimeCo ODS Destruction 32","Chemical Processes","96280"
"N Fixing Microbes - Pivot Bio","Agriculture","3"
"Van Steyn Dairy Digester","Agriculture","3476"
"ClimeCo ODS Destruction 33","Chemical Processes","119156"
"A-Gas UCSD1","Chemical Processes","24304"
"A-Gas 4-2020","Chemical Processes","87667"
"Perfect Cycle ODS-5","Chemical Processes","49687"
"A-Gas 5-2020","Chemical Processes","78211"
"ClimeCo ODS Destruction 34","Chemical Processes","127338"
"A-Gas 1-2021","Chemical Processes","84267"
"Indigo U.S. Project No.1","Agriculture","247947"
"Phlogiston Phase I","Chemical Processes","12738951"
"A-Gas 2-2021","Chemical Processes","56964"
"Rosendale Anaerobic Digester","Agriculture",NA
"A-Gas 3-2021","Chemical Processes","70708"
"A-Gas 4-2021","Chemical Processes","60731"
"AgriCapture Soil Enrichment #1","Agriculture","37647"
"ClimeCo ODS Destruction 35","Chemical Processes","122101"
"Two Fiets Digester","Agriculture","15158"
"Brimex Energy and Biogas","Agriculture",NA
"Organics By Gosh","Waste Management",NA
"Nutrien NMPP Project","Agriculture","588"
"A-Gas 1-2022","Chemical Processes","59147"
"Hamptons Road Recovery Center","Waste Management","14085"
"A-Gas 2-2022","Chemical Processes","102599"
"Alliance Dairy","Agriculture","33665"
"Crossroads Eco Center Landfill/Caldwell Landfill","Waste Management","1917"
"Nitric Acid","Chemical Processes","370811"
"A-Gas 1-2023","Chemical Processes","70833"
"Truterra Carbon Program","Agriculture",NA
"Ciudad Juarez Landfill Gas to Energy Project","Waste Management","104927"
"Maloy Landfill","Waste Management",NA
"Destruction of Halocarbon in México","Chemical Processes",NA
"GQ Sustain Historical Program","Agriculture",NA
"AR-Joy Farm Dairy Digester","Agriculture",NA
"Ideal Family Farms Digester Project","Agriculture",NA
"Lunenburg VA Landfill","Waste Management",NA
"Tri Cities VA Landfill","Waste Management",NA
"RNG from Organic Wastewater Anaerobic Digestion","Waste Management",NA
"ClimeCo ODS Destruction 36","Chemical Processes","45265"
"RuAnn Dairy Methane Reduction Project","Agriculture",NA
"Pine Grove Landfill Gas Destruction Project","Waste Management",NA
"Matador Ranch and Cattle - Montana","Agriculture",NA
"American Soda LLC Ventilation Air Methane Project","Industrial/Commercial",NA
"Zeolite Used for Cement Replacement","Industrial/Commercial",NA
"Kirkland Natural Pozzolan SCM Project","Industrial/Commercial",NA
"Oak Grove Harvested Bottom Ash (SCM) Project","Industrial/Commercial",NA
"Dairyland Digester","Agriculture",NA
"Invista Victoria NAP-AOP Unit","Chemical Processes",NA
"Invista Victoria AAP-VNOX Unit","Chemical Processes",NA
"Buck Creek Abandoned Mine Methane Incineration Project","Industrial/Commercial",NA
"Relleno Sanitario Bordo Poniente IV Etapa","Waste Management",NA
"Bowen Harvested Fly Ash (SCM) Project","Industrial/Commercial",NA
"Deep Mine 41 Mine Methane Incineration Project","Industrial/Commercial",NA
"Cottonwood Dairy Livestock Gas Capture Project","Agriculture","49522"
"Intrepid Technology Resources, Inc. Anaerobic Digester at the Whitesides Dairy Farm","Agriculture","31193"
"Intrepid Technology Resources, Inc. Anaerobic Digester at the Westpoint Dairy","Agriculture","9303"
"Development Authority of the North Country (DANC) Landfill Gas Destruction Project","Waste Management","472314"
"Granger Decatur Landfill Gas Destruction Project","Waste Management","169589"
"South Jordan Landfill Gas Destruction Project","Waste Management","2011192"
"The Dry Creek Dairy BioFactory® Project","Agriculture","148563"
"Black Warrior Solid Waste Facility","Waste Management","379050"
"Moccasin Mike Landfill Gas Project","Waste Management","553493"
"McKinney Landfill","Waste Management","655611"
"Beulah Municipal Landfill (Dorchester County, MD)","Waste Management","121799"
"Green Meadow Farm","Agriculture","36799"
"Farm Power Rexville Regional Digester","Agriculture","138149"
"Scenic View Dairy I","Agriculture","90567"
"Brook View Dairy","Agriculture","45741"
"Hernando County Landfill Electric Generation","Waste Management","771763"
"Butler County Landfill Pipeline Project","Waste Management","165136"
"Chautauqua County","Waste Management","459916"
"Robeson County Landfill","Waste Management","72045"
"St. Landry Parish Sanitary Landfill","Waste Management","214735"
"The Denton Landfill Gas Destruction Project","Waste Management","296679"
